cue_file_hand,hand_x,cue_file_movement,movement_y,target_x,target_y,is_valid,correct_key,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,gender,age,primary_hand,first_cue,date,expName,psychopyVersion,frameRate
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,200,200,41,right,1,0.372959200001787,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,201,201,346,right,1,0.529410600000119,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,0.25,none,up,0,202,202,6,right,0,0.376923999996507,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,203,203,342,up,0,0.390525499999057,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,204,204,125,up,1,0.343514000000141,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,205,205,207,down,1,0.394529799996235,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,-0.25,hand,down,0,206,206,229,down,1,0.294646999995166,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,0.25,movement,right,0,207,207,292,up,0,0.498502599999483,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,208,208,126,up,1,0.341529800003627,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,209,209,255,down,0,0.512620000001334,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_left.png,-0.5,images/arrow_up.png,0.25,0.5,0.25,movement,up,0,210,210,329,up,1,0.347789400002512,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,211,211,15,down,1,0.479738900001394,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,212,212,204,down,1,0.556383700000879,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,213,213,195,down,1,0.319797600001039,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,214,214,181,down,1,0.312391200001002,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,215,215,303,down,0,0.318731899998966,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,216,216,299,left,0,0.450616200003424,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,217,217,175,down,1,0.311344300003839,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,218,218,85,left,1,0.278766000003088,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,219,219,192,down,1,0.357457900005102,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,220,220,185,down,1,0.337819699998363,1,2,f,20,r,h,2021_Apr_18_1234,bd-ai,2021.1.4,59.9826050447582
