"response.keys" "response.rt" "is_valid" "participant" "dominant_hand" "age" "gender" "target_x" "target_y" "hand_x" "movement_y"
"616" "left" 0.533 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"617" "down" 0.63 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"618" "down" 0.495 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"619" "left" 0.435 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"620" "right" 0.319 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"621" "up" 0.302 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"622" "right" 0.319 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"623" "down" 0.519 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"624" "right" 0.432 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"625" "up" 0.436 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"626" "up" 0.491 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"627" "left" 0.348 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"628" "right" 0.334 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"629" "right" 0.414 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"630" "down" 0.383 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"631" "up" 0.649 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"632" "right" 0.502 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"633" "left" 0.477 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"634" "right" 0.629 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"635" "down" 0.437 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"636" "right" 0.333 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"637" "right" 0.437 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"638" "right" 0.379 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"639" "down" 0.364 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"640" "up" 0.319 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"641" "down" 0.3 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"642" "right" 0.466 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"643" "right" 0.697 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"644" "right" 0.518 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"645" "up" 0.468 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"646" "down" 0.297 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"647" "down" 0.35 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"648" "up" 0.514 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"649" "up" 0.547 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"650" "right" 0.401 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"651" "left" 0.567 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"652" "right" 0.364 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"653" "right" 0.478 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"654" "left" 0.483 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"655" "left" 0.587 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"656" "up" 0.518 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"657" "left" 0.528 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"658" "down" 0.797 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"659" "right" 0.353 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"660" "right" 1.183 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"661" "down" 1.286 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"662" "right" 0.984 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"663" "left" 0.886 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"664" "up" 0.762 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"665" "right" 0.386 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"666" "down" 0.598 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"667" "down" 0.513 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"668" "up" 0.35 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"669" "right" 0.331 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"670" "right" 0.562 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"671" "up" 0.351 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"672" "left" 0.534 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"673" "up" 0.317 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"674" "up" 0.48 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"675" "right" 0.479 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"676" "left" 0.527 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"677" "down" 0.318 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"678" "right" 0.264 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"679" "right" 0.565 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"680" "down" 0.464 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"681" "right" 0.414 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"682" "right" 0.452 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"683" "up" 0.422 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"684" "right" 0.348 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"685" "up" 0.486 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"686" "up" 0.488 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"687" "down" 0.435 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"688" "left" 0.598 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"689" "right" 0.599 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"690" "up" 0.384 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"691" "down" 0.384 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"692" "up" 0.517 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"693" "up" 0.469 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"694" "up" 0.475 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"695" "left" 0.484 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"696" "right" 0.436 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"697" "right" 0.448 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"698" "left" 0.418 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"699" "left" 0.501 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"700" "up" 0.517 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"701" "left" 0.639 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"702" "right" 0.631 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"703" "left" 0.414 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"704" "down" 0.32 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"705" "left" 0.317 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"706" "left" 0.446 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"707" "left" 0.396 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"708" "right" 0.367 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"709" "right" 0.364 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"710" "down" 0.368 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"711" "right" 0.367 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"712" "right" 0.363 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"713" "down" 0.328 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"714" "left" 0.498 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"715" "right" 1.366 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"716" "up" 0.65 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"717" "right" 0.67 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"718" "right" 0.551 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"719" "right" 0.517 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"720" "down" 0.479 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"721" "down" 0.597 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"722" "right" 0.346 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"723" "left" 0.469 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"724" "down" 0.301 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"725" "right" 0.369 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"726" "right" 0.38 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"727" "down" 0.402 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"728" "right" 0.401 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"729" "up" 0.502 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"730" "right" 0.566 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"731" "left" 0.583 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"732" "right" 0.335 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"733" "right" 0.368 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"734" "left" 0.35 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"735" "left" 0.479 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"736" "up" 0.464 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"737" "left" 0.42 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"738" "down" 0.378 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"739" "up" 0.37 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"740" "up" 0.399 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"741" "left" 0.37 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"742" "left" 0.427 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"743" "left" 0.436 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"744" "down" 0.397 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"745" "down" 0.399 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"746" "left" 0.298 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"747" "up" 0.528 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"748" "up" 0.612 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"749" "left" 0.368 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"750" "left" 0.534 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"751" "up" 0.335 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"752" "up" 0.368 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"753" "left" 0.298 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"754" "left" 0.362 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"755" "down" 0.366 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"756" "right" 0.379 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"757" "up" 0.468 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"758" "down" 0.664 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"759" "down" 0.385 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"760" "left" 0.367 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"761" "left" 0.282 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"762" "right" 0.849 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"763" "up" 0.782 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"764" "left" 0.369 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"765" "down" 0.317 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"766" "right" 0.898 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"767" "down" 0.367 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"768" "left" 0.645 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"769" "left" 0.398 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"770" "down" 0.369 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"771" "left" 0.532 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"772" "right" 0.646 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"773" "down" 0.318 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"774" "down" 0.377 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"775" "down" 0.329 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"776" "down" 0.399 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"777" "left" 0.399 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"778" "down" 0.305 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"779" "left" 0.35 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"780" "left" 0.448 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"781" "down" 0.398 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"782" "down" 0.397 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"783" "right" 0.501 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"784" "left" 0.65 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"785" "left" 0.295 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"786" "down" 0.319 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"787" "down" 0.462 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"788" "right" 0.351 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"789" "right" 0.485 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"790" "right" 0.449 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"791" "right" 0.464 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"792" "right" 0.499 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"793" "up" 0.498 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"794" "left" 0.616 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"795" "right" 1.617 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"796" "right" 0.416 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"797" "down" 0.365 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"798" "right" 0.586 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"799" "up" 1.2 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"800" "right" 0.97 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"801" "up" 0.467 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"802" "left" 0.434 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"803" "up" 0.483 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"804" "left" 0.416 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"805" "down" 0.318 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"806" "right" 0.346 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"807" "right" 0.52 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"808" "down" 0.567 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"809" "left" 0.667 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"810" "down" 0.402 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"811" "left" 0.83 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"812" "up" 0.978 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"813" "left" 0.582 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"814" "right" 0.55 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"815" "down" 0.472 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"816" "left" 0.384 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"817" "left" 0.452 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"818" "down" 0.389 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"819" "down" 0.484 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"820" "down" 0.283 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"821" "left" 0.481 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"822" "right" 0.448 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"823" "left" 0.337 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"824" "up" 0.5 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"825" "up" 0.448 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"826" "down" 0.314 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"827" "left" 0.369 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"828" "left" 0.449 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"829" "down" 0.368 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"830" "right" 0.432 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"831" "down" 1.183 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"832" "left" 0.385 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"833" "up" 0.348 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"834" "up" 0.299 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"835" "left" 0.396 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"836" "up" 0.351 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"837" "left" 0.419 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"838" "left" 0.434 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"839" "right" 0.485 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"840" "down" 0.368 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"841" "left" 0.401 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"842" "left" 0.398 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"843" "left" 0.513 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"844" "down" 0.429 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"845" "right" 0.286 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"846" "right" 0.318 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"847" "up" 0.3 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"848" "left" 0.485 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"849" "right" 0.437 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"850" "right" 0.379 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"851" "up" 0.297 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"852" "up" 0.579 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"853" "right" 0.402 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"854" "up" 0.432 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"855" "down" 0.395 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"856" "down" 0.449 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"857" "right" 0.34 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"858" "left" 0.421 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"859" "right" 0.362 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"860" "right" 0.345 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"861" "down" 0.349 "none" 1 "r" 22 "m" 0.5 -0.25 -0.5 0.25
"862" "left" 0.404 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"863" "right" 0.615 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"864" "down" 0.513 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"865" "left" 0.366 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"866" "left" 0.413 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"867" "right" 0.399 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"868" "up" 0.368 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"869" "right" 0.428 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"870" "down" 0.381 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"871" "down" 0.417 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"872" "right" 0.399 "none" 1 "r" 22 "m" -0.5 -0.25 0.5 0.25
"873" "up" 0.418 "none" 1 "r" 22 "m" 0.5 0.25 -0.5 -0.25
"874" "up" 0.856 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"875" "left" 0.447 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"876" "down" 0.385 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"877" "down" 0.4 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"878" "right" 0.419 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"879" "down" 0.416 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"880" "down" 0.331 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"881" "up" 0.579 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"882" "left" 0.466 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"883" "right" 0.592 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"884" "left" 0.599 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"885" "up" 0.42 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"886" "down" 0.386 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"887" "left" 0.417 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"888" "up" 0.434 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"889" "down" 0.369 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"890" "up" 0.447 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"891" "left" 0.428 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"892" "left" 0.469 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"893" "right" 0.47 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"894" "right" 0.386 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"895" "down" 0.325 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"896" "right" 0.399 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"897" "down" 0.367 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"898" "down" 0.419 "movement" 1 "r" 22 "m" 0.5 -0.25 -0.5 -0.25
"899" "left" 0.52 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"900" "down" 0.269 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"901" "left" 0.334 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"902" "left" 0.486 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"903" "up" 0.534 "both" 1 "r" 22 "m" 0.5 0.25 0.5 0.25
"904" "down" 0.361 "hand" 1 "r" 22 "m" 0.5 -0.25 0.5 0.25
"905" "up" 0.574 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"906" "up" 0.526 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
"907" "left" 0.446 "hand" 1 "r" 22 "m" -0.5 0.25 -0.5 -0.25
"908" "up" 0.695 "none" 1 "r" 22 "m" 0.5 0.25 0.5 -0.25
"909" "right" 0.462 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"910" "left" 0.448 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 0.25
"911" "right" 0.385 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"912" "left" 0.5 "movement" 1 "r" 22 "m" -0.5 0.25 0.5 -0.25
"913" "right" 0.5 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"914" "down" 0.476 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"915" "down" 0.382 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"916" "right" 0.48 "hand" 1 "r" 22 "m" -0.5 -0.25 -0.5 0.25
"917" "right" 0.365 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"918" "down" 0.33 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"919" "down" 0.348 "both" 1 "r" 22 "m" 0.5 -0.25 0.5 -0.25
"920" "right" 0.399 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"921" "left" 0.368 "both" 1 "r" 22 "m" -0.5 0.25 -0.5 0.25
"922" "right" 0.401 "both" 1 "r" 22 "m" -0.5 -0.25 -0.5 -0.25
"923" "right" 0.498 "hand" 1 "r" 22 "m" -0.5 -0.25 0.5 -0.25
"924" "up" 0.516 "movement" 1 "r" 22 "m" 0.5 0.25 -0.5 0.25
